ID Degustazione,ID Vino,Data Degustazione,Luogo Degustazione,Valutazione,Degustazione Visiva,Degustazione Olfattiva,Degustazione Gustativa,Degustazione Giudizio Generale,Prezzo,Foto Etichetta,Foto Retro Etichetta
1405,1099,12/01/2025,Casa Palla,4/5,Vista: rosso rubino,"Naso: splendide note di frutta rossa, ribes e mirtillo, poi leggere note speziate e dí cioccolato (ma non si avverte legno)","Bocca: fresco, leggera nota dolce di probabile residuo zuccherino per tecnica di appassimento e vinificazione, bella struttura e lunghissimo","Considerazioni: prima volta per vitigno, territorio, produttore, etichetta e anche per le scelte di vinificazione e non ho quindi parametri di paragone ma bella esperienza",,,
1406,1100,14/11/2023,Winetip,"4-4,5/5",Vista: rosso cupo profondo,"Naso: frutta rossa candita, balsamico","Bocca: fresco, dolce ma non stucchevole","Considerazioni: fresco ed equilibrato, non crederesti che è una 59. Una leggenda",,,
1407,1100,08/10/2024,Identità Golose - Winetip,"4-4,5/5",Vista: rosso profondo scuro che tende al mattonato,"Naso: frutta passita, tamarindo,","Bocca: fresco, profondo, materico, ematico","Considerazioni: Al secondo asseggio ritrovo un vino eccezionale, impossibile e impensabile ma grande.",,,
1408,1101,25/12/2023,Casa Palla,"2-2,5/5",Vista: Rossi porpora,"Naso: troppo legno che copre quasi il frutto rosso, pelle di camoscio, cioccolata","Bocca: legno, troppo, alcolico, poca bevibilità",Considerazioni: non è il mio vino,,,
1409,1102,29/09/2024,Casa,3/5,Vista: giallo paglierino,Naso: frutta bianca,"Bocca: buona fattura, fresca, buona bevibilità",Considerazioni: non mi ha coinvolto,,,
1410,1103,18/05/2024,Casa,"3,5-4/5",Vista: rosso rubino,"Naso: bel bouquet frutta rossa scura matura, macchia mediterranea","Bocca: fresco e leggero salmastro, tannino che parte con leggera astringente e si ammorbidisce mano mano che si scalda e si apre nel calice","Considerazioni: buona bottiglia, con carne rossa ma posso immaginare quanto accompagnerebbe una tavola sarda",,,
1411,1104,05/09/2023,Ristorante Alto Milano,"2,5/5",,frutta candita indistinta,"Bocca: alcool e poco altro, sentori erbacei e dolcezza","Considerazioni: sarà stato il bicchiere, sarà la stanchezza, sarà che non è il mio vino, ma non sono riuscito a percepire tutta la complessità e la struttura che questo vino so avere. Difficile da bere x mancanza di freschezza",,,
1412,1105,07/04/2023,casa,4/5,,"frutta rossa, leggera spezia, erbaceo","* Palato: fresco, fine, dritto e dinamico, richiama la frutta rossa ma con una punta di dolcezza, balsamico, tannino vellutato ed equilibrato","* Giudizio Generale: interessante e coinvolgente, si fa bere con assoluto piacere",,,
1413,1105,07/07/2023,Casa Palla,4/5,"Rosso rubino, non filtrato","Al naso frutta rossa scura croccante, mora e ciliegia, poi spezia è una leggera liquirizia","Al palato fresco, e bei sentori di frutta. Persistente.","Giudizio generale: bellissima bevuta, coinvolgente, non complesso ma di bella struttura, di ottima bevibilita",,,
1414,1105,08/12/2023,casa Palla,4/5,"Vista: rosso rubino, non filtrato","Naso: fruttato e speziato in un equilibrio veramentente di qualità, bella terziarizzazione","Bocca: fresco e sapido, con fragranze fruttate e speziate e agrumate. Tannino stupendo.","Considerazioni: fragrante, suadente e divertente, accompagna la tavola di carne con grande qualità e piacere",,,
1415,1105,13/01/2024,Casa,4/5,Vista: rosso rubino,"Naso: fruttato, spezia, balsamico mentolato","Bocca: fresco, leggero ed equilibrato tannino, aromi di frutta, spezia e mentolato",Considerazioni: bella complessità sia olfattiva sia al palato. Grande bevibilità. Un ottimo vino da tavola,,,
1416,1106,22/04/2023,casa,3/5,"Colore: rosso granato, un Pinot giovane che non ti aspetti, penso effetto della macerazione","Naso: frutta rossa marcata, con un leggero inizio di spezia, cioccolato fondente e tabacco. Anche una certa balsamicita.","Palato: freschissimo, si sente la giovinezza, tannino (astringenza) marcata, forse perché bevuto fresco o forse ancora giovane? L’ho percepito ancora slegato e mi riprometto di bere la prossima almeno tra 6 o meglio 12 mesi.","Giudizio Generale: Comunque da non ricomprare, vero vino da tavola ma troppo costoso per tale uso.",,,
1417,1106,04/05/2024,Casa,3/5,Vista: rosso rubino profondo,"Naso: frutta rossa scura, spezia","Bocca: fresco e sapido, tannino astringente, buona bevibilità","Considerazioni: da aspettare, almeno 2/3 anni",,,
1418,1107,23/11/2023,polo Tecnologico,4/5,Vista: giallo paglierino brillante,"Naso: frutta bianca, note agrumate e man mano che si apre, leggera polvere da sparo e frutta candita con note speziate. Bella complessità",Bocca: fresco e sapido con acidità morbida e coinvolgente. Ottima persistenza.,"Considerazioni: Prima volta ma grande bottiglia, bianco da bere in aperitivo come a tavola e non solo per classico pesce. Complessi ma di bella beva",,,
1419,1107,24/12/2023,Casa Palla,4/5,Vista: giallo paglierino acceso,"Naso: complessità di frutta bianca, leggera pietra focaia, floreale, crema pasticcera","Bocca: fresco e sapido, complesso anche al palato, persistente","Considerazioni: grande complessità ma molto piacevole, grande bevibilità, grande versatilità",,,
1420,1108,04/08/2023,Casa Carezza,4/5,"Colore: Rosso rubino scuro, non filtrato","Olfatto: spezia, poi frutta rossa e floreale","Palato: ricco e fresco per la bella acidità, di grande struttura che necessità di aprirsi (calice da vini importanti), spezia è frutto si ritrovano e, soprattutto si apprezza la persistenza. Ha un leggerissimo frizzantino.","Giudizio generale: grande struttura e grande beva, complesso e di grande piacere. I 48 mesi di macerazione e il successivo affinamento ne hanno fatto un grande vino.",,,
1421,1109,25/04/2024, Casa Palla,"4-4,5/5",Vista: rosso rubino scuro,"Naso: frutta, agrume, floreale di viola, spezia","Bocca: fresco e sapido, retronasale di frutta rossa scura e matura (ciliegia), grande struttura e persistenza, ottima bevibilità","Considerazioni: un vino sincero, vero e piacevolissimo, gastronomico",,,
1422,1109,01/02/2025,Casa,"4-4,5/5","Vista: rubino profondo, non filtrato",Naso: bellissima frutta rossa e speziatura,"Bocca: fresco e sapido con gustosi e croccanti aromi fruttati, ottima la struttura e la persistenza, tannino delicato e vellutato","Considerazioni: coinvolgente, identitario, ricco, profondo",,,
1423,1110,15/12/2023,Venturini Baldini - Intarget,"4,5-5/5",Vista: rosso rubino,"Naso: frutta rossa che nel bicchiere passa ad esprimere note di cioccolato, tabacco, spezia, liquirizia","Bocca: complessità aromatica di grande struttura, nota dolce di nocino, tannini di grande delicata qualità e struttura","Considerazioni: grande vino, da tavola, da meditazione da quando vuoi coccolarti",,,
1424,1111,16/06/2023,casa,"4,5-5/5",Colore tra rosso gramato e aranciato,"Al naso tabacco, cuoio e cioccolato amaro, in sottofondo frutta rossa","Al palato fresco con una confettura di ciliegia ben presente, man mano che si scalda un tannino coinvolgente",Giudizio generale: un grande è fantastico vino da tavola e da meditazione che ha sviluppato una meravigliosa evoluzione,,,
1425,1112,25/09/2024,Innocenti Evasioni - Winetip,"1,5-2/5",Vista: giallo paglierino,Naso: frutta bianca e fiori ( non marcatissimo),"Bocca: fresco e sapido, frutta secca, struttura non marcata persistenza sufficente",,,,
1426,1113,01/12/2022,Anima Milano (Google),2/5,,,,,,,
1427,1114,01/12/2022,Anima Milano (Google),2/5,,,,,,,
1428,1115,01/12/2022,Anima Milano (Google),2/5,,,,,,,
1429,1116,25703/2023, Casa,1/5,,,,,,,
1430,1117,14/11/2023,Winetip,4/5,,,,,,,
1431,1118,05/01/2023,Marion Stube - Nova Levante,3/5,,,,,,,
1432,1119,25/09/2024,Innocenti Evasioni - Winetip,3/5,,,,,,,
1433,1120,08/10/2024,Identità Golose - Winetip,"4-4,5/5",Vista: giallo dorato,"Naso: molto complesso e profondo, note frutta matura, frutta secca, burro, spezia","Bocca: fresco, sapido, minerale, buona struttura e persistenza, profondo,","Considerazioni: prima volta ma molto interessante, da approfondire",,,
1434,1121,17/04/2022,Casa,2/5,,,,,,,
1435,1122,17/04/2022,Casa,2/5,,,,,,,
1436,1123,08/10/2024, Identità Golose - Winetip,"4,5/5",Vista: giallo dorato,"Naso: agrume, fiori di campo,","Bocca: fresco e sapido, ottima struttura e persistenza, grande bevibilità","Considerazioni: bellissima bevuta, forse giovane ma ci sta",,,
1437,1124,07/12/2023,Venturini Baldini,"3-3,5/5",,,,,,,
1438,1125,22/05/2024, Winetip,"3,5-4/5",Vista: giallo dorato,Naso: idrocarburo,"Bocca: sapido, minerale, di struttura e persistenza","Considerazioni: seconda bottiglia di timorasso degustata da Winetip e confermo, pur essendo un altro vino, un altra annata, quanto adesso sia distante da questo vino. In mi ha emozionato, la mia ignoranza mi porta per adesso, ad un approccio titubante su vini mai bevuti. È comunque un vino ben prodotto, penso artigianale",,,
1439,1126,25/11/2024,Langosteria Bistrot,"4,5/5",Vista: bianco brillante con sfumature verdoline,"Naso: frutta tropicale fresca, ananas, pesca bianca, litchi, muschio bianco, rosa e ginestra, granita al limone, pietra lavica, cenere, bergamotto e pompelmo.","Bocca: fresco con una salinità persistente meravigliosa, equilibrata, acidità tagliente, ha una morbidezza aromatica fantastica che lascia spazio ad una personalità pungente e decisa che ricorda la freschezza della neve e la salinità del mare",Considerazioni: prima volta ma sconvolgente e coinvolgente,,,
1440,1127,25/09/2024,Innocenti Evasioni - WineTip,"1-1,5/5",,,,,,,
1441,1128,25/02/2025,Locanda Sempione - Winetip,4/5,Vista: rubino,"Naso: complesso, frutta rossa, spezia, leggera nota solfurea,","Bocca: fresco e sapido, frutta rossa matura, bella struttura e persistenza, tannino molto leggero e delicato",Giudizio Generale: ottimo vino,,,
1442,1129,25/02/2025,Locanda Sempione - Winetip,"3,5/5",Vista: rubino,"Naso: frutta rossa non coinvolgente, col passare del tempo migliora, forse aveva bisogno di ossigeno e diventa elegante, tenue, arriva nota speziata e minerale","Bocca: caldo e tannino come prima percezione, frutta rossa, struttura annacquata e persistenza non coinvolgente, anche in bocca migliora col passare dei minuti e si aggrazia ed esce la frutta e l’eleganza.","Giudizio Generale: vino non interessante, da non prendere, dopo primo giudizio viene fuori un vino interessante",,,
1443,1130,25/02/2025,Locanda Sempione - Winetip,2/5,Vista: rubino scuro,"Naso: forte note legnose, vaniglia e liquirizia, poi frutta rossa, nota speziata","Bocca: caldo con tannino forte, squilibrato",Giudizio generale: non prendere,,,
1444,1131,25/02/2025,Locanda Sempione - Winetip,"3,5/5",Vista: rubino scuro,"Naso: nota ematica, nota solfurea, frutta rossa, spezia, percezione di legno",,,,,
1445,1132,06/01/2025,Casa Palla,"3,5-4/5",Vista: rosso rubino,"Naso: frutta rossa matura (ciliegia,","Bocca: fresco, aromi di frutta rossa (Ciliegia, fragola), nota di agrume rosso maturo, nota minerale, tannino con ancora punta astringente, ottima struttura e persistenza","Considerazioni: prima volta di nerello mascarese vinificato in purezza da produttore artigianale dell’Etna, intuisco adesso quanto ho letto circa un territorio e un vitigno “cugino” della Borgogna e della Langa.",,,
1446,1133,05/01/2023,Marions Grillstube,"2,5-3/5",,,,,,,
1447,1134,16/04/2022,casa,2/5,,,,,,,
1448,1135,20/01/2025,Celeste al Mercato - Milano,"3,5-4/5",Vista: rosso rubino,"Naso: aperto e croccante, fruttato con profumi intensi di bacca rossa e floreale, talmente affascinante che sembra ipnotico","Bocca: una verve, una spinta vibrante, una succosità molto molto difficile da trovare. Il tannino è elegante, minerale e la persistenza lunga.",Considerazioni: vino che incarna l'eleganza di La Morra e la struttura di Monforte d'Alba. Produttore da approfondire. Una delle 2 produttrici è fidanzata di Alessandro Perricone,,,
1449,1136,08/10/2024,Idendità Golose - Winetip,"3,5-4/5",Vista: rosso mattonato,"Naso: frutta rossa, ciliegia marasca, pan di pepe","Bocca: fresco, tannino ancora un po’ astringente che necessita ancora di qualche anno, buona bevibilità, ottima struttura e persistenza, caldo alcolico",Considerazioni: buona bottiglia ma ancora (forse) squilibrata,,,
1450,1137,14/11/2023,WineTip,"3,5/5",Vista: rosso porpora,Naso: cuoio e spezia,"Bocca: tannino vellutato e astringente, buona persistenza",,,,
1451,1138,22/02/2025,Erba Luigia - Pisa,"4-4,5/5",Vista: rosso rubino,"Naso: frutta rossa fresca, spezia, delicata cioccolata fondente, nel complesso un naso complesso, equilibrato, elegante","Bocca: fresco, leggermente sapido, note fruttate, grande scheletro e struttura che gli permette di conservarsi a lungo, ottima persistenza, tannino quasi vellutato, ancora un minimo di affinamento per arrotondarsi",Considerazioni: elegante,,,
1452,1139,18/12/2024,Nicola Gatta,"3,5-4/5",,,,"Prima bevuta, contesto non ideale, forse ancora da aspettare ma ottima bottiglia",,,
1453,1140,25/09/2024,Innocenti Evasioni - Winetip,"3,5/5",Vista: rosso rubino,"Naso: ciliegia marasca, frutta rossa","Bocca: fresco, tannino ancora legnoso, buona struttura e persistenza",Considerazioni: ancora troppo inesperto di Barolo ma mi stuzzica,,,
1454,1141,17/02/2025,La Concorrenza - Milano,4/5,Vista: Rosso rubino tenue tendente al granato,"Naso: intenso con profumi di confettura di fragoline di bosco note di lampone, rosa, pompelmo, etereo, incenso, rabarbaro, erbe mediche, salmastro, ferroso, liquirizia, aromi di china, fiori e buccia di agrume che lo rendono ammaliante","Bocca: molto elegante e lunga, ottima linearità e struttura, tannino fine ed elegante con una grande freschezza a bilanciare il tutto.",Considerazioni: ottimo,,,
1455,1142,14/11/2023,Winetip,"2-2,5/5",Vista: rosso porpora,"Naso: frutta rossa scura, floreale, lo spezia, liquirizia, nel bicchiere esce poi sottobosco e leggero fungo","Bocca: legno marcato, tannino vellutato ma molto astringente, fresco e non troppo persistente","Considerazioni: Bevuto alla cieca e prima volta, è uno dei grandi barolo e voglio riberlo più volte per comprenderlo bene",,,
1456,1143,18/12/2024,Nicola Gatta,"3,5-4/5",,,,"Non sentire l'età, ancora fresca e godibile nonostante i suoi 50+",,,
1457,1144,14/11/2023,Winetip,3/5,Vista: rosso porpora,"Naso: cuoio, frutta rossa e aromi di bosco, spezia","Bocca: fresco con tannino ancora leggermente verde ma prossimo alla massima espressione, bello dritto",,,,
1458,1145,07/05/2024,Ciz,NC,Vista: rosso aranciato,"Naso: tappo umido, poi ossigenando percezione di agrume e balsamicità",Bocca: marsalato ma con una nota di freschezza,Considerazioni: bevuta didattica. Offerto dal Titolare,,,
1459,1146,14/11/2023,Winetip,3/5,Vista: rosso rubino,"Naso: frutta rossa matura, marmellata, fruttato ma non troppo matura, vaniglia? O qualche sentore di pasticceria?","Bocca: ottimo al palato, bellissimo tannino vellutato e ottima freschezza, persistente",,,,
1460,1147,14/11/2023,Winetip,3/5,Vista: rosso rubino scuro,"Naso: frutta marmellatosa,","Bocca: bell tannino leggermente ancora verde, legno eccessivo, persistenza",,,,
1461,1148,13/02/2025,Remedy,"3,5-4/5",,,,,,,
1462,1149,14/11/2023,Winetip,"3,5-4/5",Vista: rosso rubino scuro,Naso: bella frutta e spezia,"Bocca: bellissimo tannino, fresco e persistente",,,,
1463,1150,14/11/2023,Winetip,3/5,Vista: rosso rubino,"Naso:frutta rossa di ciliegia, fragola, note floreali balsamiche, spezia","Bocca: fresco, tannino coinvolgente, non troppo lungo","Considerazioni: indubbiamente migliore del primo, vino con ancora anni davanti",,,
1464,1151,25/12/2023,Casa Palla,"3-3,5/5",Vista: rosso rubino,"Naso: frutta rossa, ciliegia","Bocca: fresco, sapido, tannino morbido","Considerazioni: giovane ma piacevole, buona persistenza e bevibilità",,,
1465,1152,05/03/2022,Casa,1/5,,,,,,,
1466,1153,08/02/2025,Casa,"3,5/5",Vista: rubino,"Naso: frutta rossa fresca, fiori e spezia","Bocca: fresco e leggermente sapido, fruttato, tannino delicato e vellutato, buona struttura e ottima persistenza","Considerazioni: un vino fine, ottimo da servire a commensali non esperti",,,
1467,1154,02/02/2022,Alpen Rose,3/5,,,,,,,
1468,1155,18/04/2022,Casa,4/5,,,,,,,
1469,1156,25/02/2023,casa,4/5,,"olfatto ricco di frutta esotica gialla matura, bianca, candita e speziato di chiodi di garofano e noce moscata; ","al palato complesso è persistente speziato, fresco e minerale",,,,
