ID Vino,Tipologia Vino,Tipologia Produttore,Produttore,Tipologia Agricoltura,Tipologia Vinificazione,Terroir,Disciplinare,Etichetta,Vigna_Clos_Lieu-Dit_Climat,Uvaggio,Millesimo,Dimensione Bottiglia,Dosaggio,Data Imbottigliamento,Mesi sui Lieviti,Data Sboccatura,Distributore
1200,,,Dall'Abaco Fedrigoni,,,Valpollicella,Amarone della Valpollicella,Amarone della Valpollicella ,,30% Corvina Gentile - 35% Corvinone - 25% Rondinella - 5% Molinara - 5% Oseleta,2018,,,,,,
1201,,,Dall'Abaco Fedrigoni,,,Valpollicella,Valpollicella ,Valpollicella Classico Superiore,,35% Corvina Gentile - 35% Corvinone - 25% Rondinella - 5% Oseleta,2019,,,,,,
1202,,,Giuseppe Quintarelli,,,Valpollicella,Veneto IGT,Rosso del Bepi,,55% Corvina - 30% Rondinella - 15% Cab Sauv,2014,"0,75",,,,,
1203,,,Zonin,,,Valpollicella,Amarone della Valpollicella,Riserva Bruni Alti,,,2015,,,,,,
1204,,,Bodega Ciacra - Piero Incisa della Rocchetta,,,Mondo,Patagonia,Mainque,,100% Chard,2021,"0,75",,,,,Triple A
1205,,,Bodega Ciacra - Piero Incisa della Rocchetta,,,Mondo,Patagonia,Chacra,,100% Chard,2019,"0,75",,,,,Triple A
1206,,,Bodega Ciacra - Piero Incisa della Rocchetta,,,Mondo,Patagonia,Sin Azufre,,100% PN,2020,"0,75",,,,,Triple A
1207,,,Bodega Ciacra - Piero Incisa della Rocchetta,,,Mondo,Patagonia,Treinta Y Dos,,100% PN,2020,"0,75",,,,,Triple A
1208,,,Bodega del Fin del Mundo,,,Mondo,Patagonia,Fin del Mundo Reserve,,100% Malbec,2023,"0,75",,,,,
1209,,,Cloudy Bay,,,Mondo,Wine of New Zeland,Chardonnay,,100% Chard,2020,,,,,,
1210,,,Domaine Charles Baur,,,Mondo,Alsace - Riesling,Grand Cru Brand,,100% Riesling,2016,,,,,,
1211,,,Domaine Delaporte,,,Mondo,Sancerre,Chavignol Rosè,,100% PN,2021,,,,,,
1212,,,Drouhin Oregon ,,,Mondo,Oregon,Rose Rock,,100% PN,2021,"0,75",,,,,
1213,,,Nicolas Jay,,,Mondo,Oregon,Willamette Valley Pinot Noir,,100% PN,2016,"0,75",,,,,
1214,,,Nicolas Jay,,,Mondo,Oregon,Willamette Valley Pinot Noir L'Ensamble,,100% PN,2019,"0,75",,,,,
1215,Vino Fortificato,,Cocchi Torino,,,Fortificati,Vermuth di Torino,Cocchi Storico,,,NV,,,,,,
